mag,place,latitude,longitude,year
3.2,"11 km N of Nescatunga, Oklahoma",36.8608,-98.1514,2016
3.0,Oklahoma,35.6625,-97.1762,2016
3.1,"4 km E of Edmond, Oklahoma",35.6613,-97.4249,2016
3.2,"3 km NNE of Nicoma Park, Oklahoma",35.5155,-97.3066,2016
3.0,"4 km SSE of Braman, Oklahoma",36.8858,-97.3182,2016
3.4,"5 km WSW of Fallis, Oklahoma",35.7243,-97.1692,2016
3.4,"3 km WSW of Fallis, Oklahoma",35.7304,-97.1577,2016
3.0,"9 km WNW of Prague, Oklahoma",35.5277,-96.7724,2016
3.0,"7 km WSW of Wakita, Oklahoma",36.8622,-98.0017,2016
3.0,"8 km NE of Orlando, Oklahoma",36.2065,-97.3188,2016
3.0,"4 km WSW of Fallis, Oklahoma",35.7285,-97.15899999999999,2016
3.7,"5 km W of Fallis, Oklahoma",35.7422,-97.1777,2016
3.0,"7 km ENE of Harrah, Oklahoma",35.5186,-97.0925,2016
3.0,"1 km E of Luther, Oklahoma",35.6612,-97.1777,2016
3.6,"4 km WSW of Fallis, Oklahoma",35.7276,-97.1616,2016
3.6,"7 km ENE of Harrah, Oklahoma",35.5201,-97.0899,2016
3.4,"16 km SE of Waynoka, Oklahoma",36.4761,-98.7447,2016
3.0,"22 km WSW of Aline, Oklahoma",36.4563,-98.6856,2016
3.4,"8 km NE of Marshall, Oklahoma",36.2162,-97.5659,2016
3.0,"7 km W of Cromwell, Oklahoma",35.335,-96.5376,2016
3.0,"9 km NE of Quinlan, Oklahoma",36.5208,-98.9837,2016
3.3,"18 km SW of Dacoma, Oklahoma",36.5316,-98.6872,2016
3.0,"14 km WSW of Ralston, Oklahoma",36.4575,-96.8854,2016
3.3,"4 km SW of Yale, Oklahoma",36.0902,-96.7369,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4593,-98.7711,2016
3.0,"8 km ESE of Pond Creek, Oklahoma",36.6492,-97.7101,2016
3.2,"4 km NE of Meno, Oklahoma",36.4157,-98.1403,2016
3.1,"13 km SSE of Waynoka, Oklahoma",36.4691,-98.84100000000001,2016
3.0,"12 km SSE of Waynoka, Oklahoma",36.4684,-98.8506,2016
3.0,"8 km W of Quay, Oklahoma",36.1673,-96.8051,2016
3.5,"1 km W of Braman, Oklahoma",36.9203,-97.3551,2016
3.3,"7 km NNW of Hunter, Oklahoma",36.6229,-97.6924,2016
3.5,"5 km W of Lucien, Oklahoma",36.2844,-97.5187,2016
3.5,"5 km WSW of Aline, Oklahoma",36.4876,-98.5033,2016
3.4,"9 km NE of Quinlan, Oklahoma",36.5217,-98.9795,2016
3.4,"3 km SSW of Renfrow, Oklahoma",36.8987,-97.6768,2016
3.0,"10 km SW of Wakita, Oklahoma",36.8259,-98.0141,2016
3.1,"7 km N of Spencer, Oklahoma",35.5863,-97.3896,2016
3.0,"5 km S of Cushing, Oklahoma",35.939,-96.762,2016
3.1,"2 km E of Luther, Oklahoma",35.6612,-97.1709,2016
3.2,"3 km E of Luther, Oklahoma",35.663000000000004,-97.1606,2016
3.1,"10 km ENE of Perry, Oklahoma",36.333,-97.1838,2016
3.1,Oklahoma,35.6631,-97.1717,2016
4.2,"1 km E of Luther, Oklahoma",35.6619,-97.1741,2016
3.3,Oklahoma,36.2124,-97.5716,2016
3.1,"3 km NNE of Meno, Oklahoma",36.4203,-98.1677,2016
3.7,"4 km N of Meno, Oklahoma",36.4225,-98.1706,2016
3.6,"2 km E of Luther, Oklahoma",35.662,-97.1735,2016
3.1,"2 km E of Luther, Oklahoma",35.6608,-97.1681,2016
3.3,"2 km E of Luther, Oklahoma",35.6619,-97.1692,2016
3.4,"8 km NE of Marshall, Oklahoma",36.2133,-97.5636,2016
3.0,"5 km SSE of Cushing, Oklahoma",35.9358,-96.7524,2016
3.0,"5 km W of Morrison, Oklahoma",36.2917,-97.0724,2016
3.3,"2 km S of Nescatunga, Oklahoma",36.7285,-98.1566,2016
3.2,"4 km SW of Fallis, Oklahoma",35.719,-97.1509,2016
3.3,"3 km SW of Fallis, Oklahoma",35.7218,-97.1498,2016
3.1,"5 km W of Arcadia, Oklahoma",35.6735,-97.3894,2016
3.0,"7 km NNE of Perkins, Oklahoma",36.043,-97.0097,2016
3.2,Oklahoma,35.7193,-97.1491,2016
3.2,Oklahoma,35.7198,-97.1499,2016
3.0,"4 km SW of Fallis, Oklahoma",35.7142,-97.1527,2016
3.4,"7 km NNW of Hunter, Oklahoma",36.6245,-97.6879,2016
3.2,"17 km SE of Waynoka, Oklahoma",36.4684,-98.7495,2016
3.3,"17 km SE of Waynoka, Oklahoma",36.4704,-98.7501,2016
3.3,"22 km SE of Waynoka, Oklahoma",36.4437,-98.6976,2016
3.6,"4 km NNE of Crescent, Oklahoma",35.9888,-97.5725,2016
4.2,"4 km NNE of Crescent, Oklahoma",35.99,-97.5773,2016
3.2,"7 km NNW of Hunter, Oklahoma",36.6241,-97.6878,2016
3.0,"1 km W of Braman, Oklahoma",36.9252,-97.3467,2016
3.3,"5 km N of Kremlin, Oklahoma",36.5987,-97.8359,2016
3.3,"5 km N of Kremlin, Oklahoma",36.5995,-97.8331,2016
3.0,"7 km W of Wakita, Oklahoma",36.8787,-98.0113,2016
3.0,"4 km SW of Fallis, Oklahoma",35.7241,-97.165,2016
3.0,"9 km NE of Quinlan, Oklahoma",36.5194,-98.9787,2016
3.1,"5 km SW of Byron, Oklahoma",36.8672,-98.34100000000001,2016
3.0,"2 km E of Byron, Oklahoma",36.9006,-98.2661,2016
3.1,"3 km S of Cleo Springs, Oklahoma",36.3705,-98.4457,2016
3.2,"6 km ESE of Covington, Oklahoma",36.2891,-97.5215,2016
3.1,"7 km WSW of Aline, Oklahoma",36.4737,-98.5257,2016
3.3,"7 km WNW of Quay, Oklahoma",36.1902,-96.7806,2016
3.4,"8 km WNW of Perkins, Oklahoma",35.9941,-97.1193,2016
3.2,"6 km NW of Dacoma, Oklahoma",36.6993,-98.6192,2016
3.0,"6 km WSW of Meeker, Oklahoma",35.4911,-96.9746,2016
3.1,"8 km S of Byron, Oklahoma",36.8279,-98.2815,2016
3.6,"8 km S of Byron, Oklahoma",36.8257,-98.2825,2016
3.0,"7 km S of Byron, Oklahoma",36.8337,-98.2972,2016
3.3,"6 km WNW of Wakita, Oklahoma",36.9164,-97.9872,2016
3.2,"7 km S of Byron, Oklahoma",36.8392,-98.2791,2016
3.1,"5 km ESE of Tonkawa, Oklahoma",36.6629,-97.2568,2016
3.3,"5 km NW of Kendrick, Oklahoma",35.8207,-96.8144,2016
3.3,"7 km SSE of Byron, Oklahoma",36.8389,-98.2762,2016
3.2,Oklahoma,36.4685,-98.7485,2016
3.4,"7 km SSE of Pond Creek, Oklahoma",36.6048,-97.7723,2016
3.4,"2 km NW of Fairmont, Oklahoma",36.373000000000005,-97.7223,2016
3.1,"3 km SE of Carney, Oklahoma",35.7874,-96.9892,2016
3.2,"3 km W of Cushing, Oklahoma",35.9822,-96.8066,2016
3.2,"3 km NE of Douglas, Oklahoma",36.284,-97.641,2016
3.1,"3 km NE of Douglas, Oklahoma",36.287,-97.6458,2016
3.0,"1 km NE of Jet, Oklahoma",36.6753,-98.1644,2016
3.1,"16 km ESE of Waynoka, Oklahoma",36.5132,-98.7147,2016
3.1,"5 km W of Lucien, Oklahoma",36.2776,-97.5113,2016
3.0,"8 km SW of Hunter, Oklahoma",36.5179,-97.7399,2016
3.0,"3 km SW of Jones, Oklahoma",35.5404,-97.3094,2016
3.3,"5 km W of Lucien, Oklahoma",36.2793,-97.51299999999999,2016
3.0,"9 km SE of Luther, Oklahoma",35.6022,-97.12299999999999,2016
3.7,"8 km WSW of Langston, Oklahoma",35.9192,-97.3388,2016
3.6,"17 km SE of Waynoka, Oklahoma",36.471,-98.74799999999999,2016
3.0,"3 km NE of Meridian, Oklahoma",35.8629,-97.2123,2016
3.1,"4 km SE of Jet, Oklahoma",36.6381,-98.1437,2016
3.0,"8 km S of Perry, Oklahoma",36.2168,-97.291,2016
3.9,"17 km SE of Waynoka, Oklahoma",36.4612,-98.7611,2016
3.0,"5 km E of Pond Creek, Oklahoma",36.6688,-97.7403,2016
3.9,"17 km SE of Waynoka, Oklahoma",36.4751,-98.742,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.47,-98.758,2016
3.7,"17 km SE of Waynoka, Oklahoma",36.4626,-98.7591,2016
3.1,"5 km E of Pond Creek, Oklahoma",36.6685,-97.7419,2016
3.4,"5 km SW of Fallis, Oklahoma",35.7199,-97.1683,2016
3.3,"9 km NE of Quinlan, Oklahoma",36.5254,-98.9867,2016
3.6,"9 km NE of Quinlan, Oklahoma",36.5283,-98.9828,2016
3.0,"6 km W of Arcadia, Oklahoma",35.6636,-97.3938,2016
3.0,"1 km SE of Breckinridge, Oklahoma",36.4282,-97.7232,2016
3.0,"5 km E of Pond Creek, Oklahoma",36.6671,-97.7431,2016
3.5,"16 km SE of Waynoka, Oklahoma",36.4736,-98.7528,2016
3.3,"17 km SE of Waynoka, Oklahoma",36.4711,-98.74799999999999,2016
3.5,"6 km WNW of Lucien, Oklahoma",36.2875,-97.5202,2016
3.8,"5 km WNW of Lucien, Oklahoma",36.287,-97.5192,2016
3.4,"10 km E of Seiling, Oklahoma",36.1337,-98.8066,2016
3.3,"6 km ENE of Edmond, Oklahoma",35.6698,-97.4138,2016
3.1,"10 km NE of Quinlan, Oklahoma",36.5297,-98.9767,2016
3.6,"6 km NW of Meridian, Oklahoma",35.8763,-97.3093,2016
3.0,"12 km SE of Cedar Valley, Oklahoma",35.7745,-97.4862,2016
3.4,"5 km ENE of Edmond, Oklahoma",35.6718,-97.4179,2016
3.0,Oklahoma,35.6651,-97.3943,2016
3.2,"6 km W of Arcadia, Oklahoma",35.6716,-97.39299999999999,2016
3.0,"6 km ENE of Edmond, Oklahoma",35.6655,-97.4037,2016
3.0,"6 km W of Arcadia, Oklahoma",35.6617,-97.3941,2016
3.7,"6 km E of Edmond, Oklahoma",35.6645,-97.4049,2016
3.6,"6 km W of Arcadia, Oklahoma",35.6654,-97.4023,2016
3.0,"6 km W of Arcadia, Oklahoma",35.6633,-97.3977,2016
3.2,"6 km W of Arcadia, Oklahoma",35.6669,-97.3994,2016
3.0,"4 km NNE of Morrison, Oklahoma",36.3366,-96.9858,2016
3.4,"16 km SSE of Waynoka, Oklahoma",36.4546,-98.7768,2016
3.5,Oklahoma,35.8839,-97.2608,2014
3.1,"3 km NNE of Guthrie, Oklahoma",35.9058,-97.4169,2016
3.0,"5 km SE of Garber, Oklahoma",36.406,-97.54299999999999,2016
3.2,"5 km SW of Fallis, Oklahoma",35.7193,-97.1696,2016
3.0,"7 km WSW of Perry, Oklahoma",36.259,-97.3568,2016
3.4,"16 km SE of Waynoka, Oklahoma",36.4775,-98.7433,2016
3.1,"17 km SW of Dacoma, Oklahoma",36.5322,-98.6839,2016
3.2,"6 km W of Arcadia, Oklahoma",35.6644,-97.40100000000001,2016
3.5,"18 km SW of Dacoma, Oklahoma",36.529,-98.6849,2016
3.5,"5 km SW of Fallis, Oklahoma",35.721,-97.1672,2016
3.0,"5 km W of Arcadia, Oklahoma",35.6626,-97.3902,2016
3.4,"4 km SW of Fallis, Oklahoma",35.7232,-97.1624,2016
3.1,"17 km SE of Waynoka, Oklahoma",36.4648,-98.7566,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4585,-98.7703,2016
3.3,"4 km SW of Fallis, Oklahoma",35.7218,-97.1626,2016
3.1,"15 km SE of Waynoka, Oklahoma",36.4745,-98.7617,2016
3.3,"18 km SE of Waynoka, Oklahoma",36.4562,-98.7489,2016
3.1,"5 km SW of Fallis, Oklahoma",35.7209,-97.1648,2016
3.3,Oklahoma,36.2619,-97.3526,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4704,-98.7628,2016
3.2,"17 km SE of Waynoka, Oklahoma",36.4549,-98.7642,2016
3.2,"17 km SE of Waynoka, Oklahoma",36.4799,-98.7307,2016
3.4,"16 km SE of Waynoka, Oklahoma",36.472,-98.7511,2016
3.5,"4 km NW of Douglas, Oklahoma",36.2831,-97.7101,2016
3.1,"17 km SE of Waynoka, Oklahoma",36.4663,-98.75,2016
3.8,"17 km ESE of Waynoka, Oklahoma",36.5082,-98.7089,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4673,-98.7589,2016
3.7,"17 km SE of Waynoka, Oklahoma",36.455,-98.7638,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.466,-98.7563,2016
3.2,"6 km W of Mulhall, Oklahoma",36.0624,-97.4841,2016
3.3,"17 km ESE of Waynoka, Oklahoma",36.5244,-98.7027,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4648,-98.7596,2016
3.7,"17 km ESE of Waynoka, Oklahoma",36.5188,-98.7021,2016
3.4,"17 km ESE of Waynoka, Oklahoma",36.5013,-98.71799999999999,2016
3.1,"9 km NNW of Medford, Oklahoma",36.8766,-97.789,2016
4.0,"16 km SE of Waynoka, Oklahoma",36.4812,-98.7392,2016
5.1,"18 km SE of Waynoka, Oklahoma",36.4898,-98.709,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4791,-98.7459,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4787,-98.7524,2016
3.0,"7 km NNE of Quinlan, Oklahoma",36.5113,-99.0049,2016
3.4,"6 km WNW of Maramec, Oklahoma",36.2597,-96.74799999999999,2016
3.5,"3 km SW of Jones, Oklahoma",35.54,-97.3102,2016
3.6,"5 km ENE of Coyle, Oklahoma",35.9748,-97.1792,2016
3.7,"5 km ENE of Coyle, Oklahoma",35.9734,-97.1795,2016
3.4,"4 km WNW of Medford, Oklahoma",36.8274,-97.7746,2016
3.1,"5 km ENE of Coyle, Oklahoma",35.9737,-97.1766,2016
3.1,"5 km ENE of Coyle, Oklahoma",35.9745,-97.1806,2016
3.5,"2 km NNE of Kremlin, Oklahoma",36.5709,-97.8167,2016
3.1,"2 km NNE of Kremlin, Oklahoma",36.57,-97.814,2016
3.1,"11 km ENE of Orlando, Oklahoma",36.1753,-97.2566,2016
3.1,"3 km ENE of Covington, Oklahoma",36.3214,-97.5533,2016
3.3,"8 km NNE of Guthrie, Oklahoma",35.9502,-97.3859,2016
3.5,"9 km W of Deer Creek, Oklahoma",36.8143,-97.62200000000001,2016
3.2,"9 km NNE of Guthrie, Oklahoma",35.9553,-97.3684,2016
3.4,"17 km SE of Waynoka, Oklahoma",36.477,-98.7416,2016
3.6,"16 km SE of Waynoka, Oklahoma",36.4777,-98.7442,2016
3.0,"1 km NNW of Stillwater, Oklahoma",36.1242,-97.0618,2016
3.5,"1 km NW of Skedee, Oklahoma",36.3879,-96.7162,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4861,-98.7349,2016
3.1,"10 km S of Paden, Oklahoma",35.4149,-96.5568,2016
3.6,"16 km SE of Waynoka, Oklahoma",36.4831,-98.7478,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4781,-98.7424,2016
3.4,"16 km SE of Waynoka, Oklahoma",36.4748,-98.7515,2016
3.4,"16 km SE of Waynoka, Oklahoma",36.4857,-98.7403,2016
3.5,"9 km SE of Marland, Oklahoma",36.5004,-97.0742,2016
3.1,"4 km NNE of Edmond, Oklahoma",35.6915,-97.4648,2016
3.2,"7 km E of Nescatunga, Oklahoma",36.758,-98.0688,2016
3.2,"6 km NW of Wakita, Oklahoma",36.9178,-97.9822,2016
3.0,"7 km E of Guthrie, Oklahoma",35.8809,-97.337,2016
3.4,"8 km E of Guthrie, Oklahoma",35.8812,-97.3329,2016
3.3,"4 km WSW of Lambert, Oklahoma",36.6625,-98.4647,2016
3.0,"8 km NE of Wakita, Oklahoma",36.9408,-97.8536,2016
3.0,Oklahoma,36.482,-98.7411,2016
3.5,"0 km NE of Renfrow, Oklahoma",36.9319,-97.6479,2016
3.0,"7 km NE of Cleo Springs, Oklahoma",36.4499,-98.3717,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4971,-98.7318,2016
3.1,"6 km WSW of Wakita, Oklahoma",36.8675,-97.9927,2016
3.2,"9 km E of Nescatunga, Oklahoma",36.76,-98.0517,2016
3.7,"6 km N of Kremlin, Oklahoma",36.6028,-97.8279,2016
3.0,"17 km SE of Waynoka, Oklahoma",36.4832,-98.7273,2016
3.0,"8 km SW of Wakita, Oklahoma",36.8342,-97.9888,2016
3.1,"5 km S of Langston, Oklahoma",35.8962,-97.2489,2016
3.2,"18 km ESE of Waynoka, Oklahoma",36.5248,-98.6902,2016
3.2,Oklahoma,35.671,-97.4167,2016
3.0,"7 km SW of Wakita, Oklahoma",36.8347,-97.9844,2016
3.0,"10 km SSE of Wakita, Oklahoma",36.7924,-97.882,2016
3.0,"17 km ESE of Waynoka, Oklahoma",36.5133,-98.6987,2016
3.6,"9 km NNW of Arcadia, Oklahoma",35.7465,-97.3563,2016
3.0,"2 km N of Breckinridge, Oklahoma",36.4563,-97.7326,2016
3.3,"3 km NW of Medford, Oklahoma",36.827,-97.7697,2016
3.8,"17 km ESE of Waynoka, Oklahoma",36.507,-98.7135,2016
3.0,"17 km ESE of Waynoka, Oklahoma",36.5007,-98.7137,2016
3.0,"8 km NNE of Guthrie, Oklahoma",35.9526,-97.3894,2016
4.1,Oklahoma,36.2761,-98.4096,2016
3.2,"6 km ENE of Edmond, Oklahoma",35.6719,-97.4155,2016
3.3,"13 km NNE of Coyle, Oklahoma",36.0751,-97.2038,2016
3.5,"7 km WSW of Wakita, Oklahoma",36.8662,-97.9984,2016
3.1,"9 km NW of Jefferson, Oklahoma",36.7743,-97.8667,2016
3.0,"7 km NE of Cleo Springs, Oklahoma",36.4482,-98.3695,2016
3.0,"6 km NNE of Goltry, Oklahoma",36.5851,-98.1352,2016
3.6,"6 km S of Ripley, Oklahoma",35.9593,-96.9113,2016
3.1,"11 km NE of Wakita, Oklahoma",36.9498,-97.8217,2016
3.3,"12 km NE of Wakita, Oklahoma",36.9509,-97.8102,2016
3.5,"12 km W of Renfrow, Oklahoma",36.939,-97.7972,2016
3.4,"5 km NNE of Jefferson, Oklahoma",36.7675,-97.7725,2016
3.2,"15 km SE of Waynoka, Oklahoma",36.4803,-98.7542,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4813,-98.7485,2016
3.0,"11 km NE of Wakita, Oklahoma",36.9535,-97.8334,2016
3.2,"4 km WNW of Renfrow, Oklahoma",36.9368,-97.71,2016
3.1,"8 km NNE of Guthrie, Oklahoma",35.9516,-97.3918,2016
3.0,"5 km W of Arcadia, Oklahoma",35.6646,-97.3928,2016
3.4,"17 km ESE of Waynoka, Oklahoma",36.5072,-98.7076,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4728,-98.756,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4723,-98.7575,2016
3.0,"17 km SE of Waynoka, Oklahoma",36.478,-98.7316,2016
3.0,"17 km SE of Waynoka, Oklahoma",36.4797,-98.7369,2016
3.4,"15 km SE of Waynoka, Oklahoma",36.4755,-98.7625,2016
3.1,"7 km SW of Nash, Oklahoma",36.6065,-98.1003,2016
3.0,Oklahoma,36.5164,-98.6953,2016
3.5,"5 km W of Arcadia, Oklahoma",35.6632,-97.3914,2016
3.5,"17 km ESE of Waynoka, Oklahoma",36.5072,-98.7123,2016
3.1,"3 km N of Lambert, Oklahoma",36.711,-98.4298,2016
3.1,"5 km E of Carmen, Oklahoma",36.5866,-98.4054,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4905,-98.7306,2016
3.9,"16 km ESE of Waynoka, Oklahoma",36.5095,-98.7148,2016
3.8,"16 km ESE of Waynoka, Oklahoma",36.5137,-98.7184,2016
3.1,"7 km NNE of Nash, Oklahoma",36.7305,-98.0145,2016
3.0,"7 km NNE of Maramec, Oklahoma",36.3087,-96.6483,2016
3.5,"6 km WNW of Lamont, Oklahoma",36.7064,-97.6317,2016
3.0,Oklahoma,36.4919,-98.7296,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4968,-98.7259,2016
3.7,"17 km ESE of Waynoka, Oklahoma",36.5024,-98.7108,2016
3.4,"16 km SE of Waynoka, Oklahoma",36.4707,-98.7527,2016
3.4,"17 km SE of Waynoka, Oklahoma",36.4698,-98.7479,2016
3.7,"16 km SE of Waynoka, Oklahoma",36.4819,-98.7491,2016
3.8,"16 km SE of Waynoka, Oklahoma",36.4805,-98.7499,2016
3.2,"17 km SE of Waynoka, Oklahoma",36.4747,-98.7422,2016
4.4,"17 km SE of Waynoka, Oklahoma",36.4754,-98.7342,2016
3.9,"16 km SE of Waynoka, Oklahoma",36.4755,-98.7549,2016
3.4,"16 km ESE of Waynoka, Oklahoma",36.5014,-98.723,2016
3.0,"6 km E of Edmond, Oklahoma",35.6574,-97.406,2016
3.6,"16 km SE of Waynoka, Oklahoma",36.4843,-98.7372,2016
3.3,"17 km ESE of Waynoka, Oklahoma",36.5226,-98.6992,2016
3.1,"16 km SE of Waynoka, Oklahoma",36.4815,-98.7475,2016
3.5,"16 km SE of Waynoka, Oklahoma",36.4843,-98.7382,2016
3.6,"16 km SE of Waynoka, Oklahoma",36.4794,-98.7423,2016
4.7,"16 km SE of Waynoka, Oklahoma",36.4955,-98.7254,2016
4.4,"16 km SE of Waynoka, Oklahoma",36.486,-98.7412,2016
3.2,"16 km SE of Waynoka, Oklahoma",36.4901,-98.7294,2016
3.5,"6 km ENE of Edmond, Oklahoma",35.6689,-97.4037,2016
3.9,"16 km SE of Waynoka, Oklahoma",36.4892,-98.7304,2016
3.2,"6 km E of Edmond, Oklahoma",35.6618,-97.4121,2016
3.2,"7 km NNE of Nash, Oklahoma",36.7302,-98.0189,2016
3.2,"5 km W of Arcadia, Oklahoma",35.6621,-97.3902,2016
4.0,"16 km SE of Waynoka, Oklahoma",36.4885,-98.7319,2016
3.0,"5 km W of Arcadia, Oklahoma",35.6596,-97.3904,2016
3.4,"13 km NNE of Coyle, Oklahoma",36.0733,-97.20100000000001,2016
3.5,"13 km NNE of Coyle, Oklahoma",36.0734,-97.2023,2016
3.4,"13 km NNE of Coyle, Oklahoma",36.0727,-97.2042,2016
3.3,"12 km NNE of Coyle, Oklahoma",36.0706,-97.2026,2016
3.3,"12 km N of Coyle, Oklahoma",36.0695,-97.214,2016
3.1,"12 km NNE of Coyle, Oklahoma",36.0702,-97.2056,2016
3.3,"0 km WNW of Lucien, Oklahoma",36.2754,-97.4586,2016
3.3,"8 km NNW of Arcadia, Oklahoma",35.7431,-97.3569,2016
3.1,"0 km N of Lucien, Oklahoma",36.277,-97.4544,2016
3.0,"2 km NE of Medford, Oklahoma",36.8214,-97.7101,2016
3.0,"16 km SE of Waynoka, Oklahoma",36.4865,-98.7376,2016
3.2,"10 km NNE of Guthrie, Oklahoma",35.9688,-97.4016,2016
3.1,"8 km NNE of Guthrie, Oklahoma",35.9533,-97.3969,2016
3.0,"6 km W of Arcadia, Oklahoma",35.6661,-97.3992,2016
3.4,"6 km S of Guthrie, Oklahoma",35.8209,-97.4362,2016
4.2,"6 km ENE of Edmond, Oklahoma",35.6688,-97.4065,2016
3.0,"10 km W of Medford, Oklahoma",36.8042,-97.8514,2016
3.2,"7 km ENE of Waynoka, Oklahoma",36.6123,-98.8055,2015
3.0,"4 km NW of Medford, Oklahoma",36.8328,-97.7676,2015
3.0,"6 km W of Arcadia, Oklahoma",35.6648,-97.4018,2015
3.2,"4 km W of Langston, Oklahoma",35.9428,-97.2997,2015
3.1,"6 km W of Arcadia, Oklahoma",35.6656,-97.399,2015
3.3,"7 km E of Carmen, Oklahoma",36.5904,-98.3799,2015
3.7,"7 km NNE of Nash, Oklahoma",36.729,-98.0094,2015
3.3,"3 km W of Langston, Oklahoma",35.9424,-97.2991,2015
3.3,"6 km ENE of Edmond, Oklahoma",35.6702,-97.4075,2015
3.0,Oklahoma,35.6632,-97.3978,2015
3.0,"8 km S of Waynoka, Oklahoma",36.5036,-98.8963,2015
3.3,"6 km W of Arcadia, Oklahoma",35.6636,-97.4002,2015
3.0,"6 km ENE of Edmond, Oklahoma",35.6664,-97.4052,2015
3.1,"16 km SSE of Waynoka, Oklahoma",36.4455,-98.7997,2015
3.3,"6 km ENE of Edmond, Oklahoma",35.6713,-97.413,2015
3.5,"6 km ENE of Edmond, Oklahoma",35.6694,-97.411,2015
4.3,"6 km ENE of Edmond, Oklahoma",35.6654,-97.4054,2015
3.0,"7 km S of Byron, Oklahoma",36.8343,-98.281,2015
3.2,"10 km W of Morrison, Oklahoma",36.2902,-97.1243,2015
3.4,"6 km WSW of Perry, Oklahoma",36.2629,-97.3543,2015
3.0,"17 km SE of Waynoka, Oklahoma",36.458,-98.7686,2015
3.7,"6 km ENE of Edmond, Oklahoma",35.6693,-97.4048,2015
3.4,"7 km N of Spencer, Oklahoma",35.586,-97.3737,2015
3.5,"6 km WNW of Medford, Oklahoma",36.834,-97.7922,2015
3.2,"7 km N of Spencer, Oklahoma",35.5891,-97.3829,2015
3.0,"7 km N of Spencer, Oklahoma",35.5894,-97.3805,2015
3.0,"12 km SSE of Marshall, Oklahoma",36.0603,-97.5525,2015
3.6,"7 km NNE of Nash, Oklahoma",36.7287,-98.0118,2015
3.1,"8 km NNE of Nash, Oklahoma",36.7313,-98.0116,2015
3.0,"6 km S of Guthrie, Oklahoma",35.8223,-97.4228,2015
3.4,"6 km S of Guthrie, Oklahoma",35.8186,-97.425,2015
3.2,"6 km S of Guthrie, Oklahoma",35.8186,-97.4268,2015
3.3,"5 km WSW of Aline, Oklahoma",36.4861,-98.5029,2015
3.3,"7 km E of Nescatunga, Oklahoma",36.7598,-98.0725,2015
3.0,"2 km NNW of Lamont, Oklahoma",36.7123,-97.5674,2015
3.3,"10 km NE of Wakita, Oklahoma",36.9488,-97.8446,2015
3.3,"7 km E of Nescatunga, Oklahoma",36.7599,-98.0722,2015
3.0,"7 km E of Nescatunga, Oklahoma",36.7577,-98.0696,2015
3.5,"8 km NNW of Arcadia, Oklahoma",35.7432,-97.3532,2015
3.0,"17 km SE of Waynoka, Oklahoma",36.4869,-98.7262,2015
3.0,"4 km SW of Marland, Oklahoma",36.5387,-97.1875,2015
3.3,"6 km NE of Nash, Oklahoma",36.7012,-97.986,2015
3.2,"10 km SSE of Cushing, Oklahoma",35.8944,-96.7415,2015
3.3,"3 km SSW of Marshall, Oklahoma",36.1196,-97.63600000000001,2015
3.6,"16 km SE of Waynoka, Oklahoma",36.4971,-98.7304,2015
3.4,"6 km WNW of Lucien, Oklahoma",36.2926,-97.5186,2015
3.7,"2 km W of Cushing, Oklahoma",35.9869,-96.79899999999999,2015
3.4,"9 km NE of Marshall, Oklahoma",36.2121,-97.5533,2015
3.1,"3 km N of Coyle, Oklahoma",35.9916,-97.2294,2015
3.4,"8 km SSW of Wellston, Oklahoma",35.6173,-97.0863,2015
3.2,"9 km NE of Marshall, Oklahoma",36.2125,-97.5543,2015
3.2,"12 km WSW of Carmen, Oklahoma",36.5302,-98.5909,2015
3.3,"8 km E of Nescatunga, Oklahoma",36.7654,-98.0543,2015
3.2,"9 km NE of Marshall, Oklahoma",36.2129,-97.554,2015
3.1,"2 km ESE of Nescatunga, Oklahoma",36.7462,-98.12700000000001,2015
3.2,"5 km W of Lucien, Oklahoma",36.2836,-97.5096,2015
3.0,"5 km W of Lucien, Oklahoma",36.2803,-97.5159,2015
3.0,"7 km WSW of Wakita, Oklahoma",36.8675,-98.0032,2015
3.4,"5 km ESE of Red Rock, Oklahoma",36.4466,-97.1198,2015
3.1,"0 km NNW of Lucien, Oklahoma",36.28,-97.4563,2015
3.3,"6 km WSW of Perry, Oklahoma",36.2624,-97.35700000000001,2015
3.3,"9 km NW of Helena, Oklahoma",36.6037,-98.3492,2015
3.0,"9 km NNW of Lamont, Oklahoma",36.7615,-97.6104,2015
