RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS,FULL_ADDRESS,COORDINATES,SITE_URL
2,200542,NJD980505192,ROLLING KNOLLS LF,35 BRITTEN RD,,GREEN VILLAGE,NJ,07935,11,MORRIS,34027.0,40.729528,-74.447861,N,Currently on the Final NPL,N,N,"35 BRITTEN RD, GREEN VILLAGE, NJ, 07935","(40.7357828, -74.4428957)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200542
2,200549,NJD980505283,JACKSON TOWNSHIP LANDFILL,LAKEHURST AVENUE,,JACKSON TOWNSHIP,NJ,08527,04,OCEAN,34029.0,40.063331,-74.348611,N,Deleted from the Final NPL,N,N,"LAKEHURST AVENUE, JACKSON TOWNSHIP, NJ, 08527","(40.066628, -74.361574)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200549
2,200551,NJD980505341,KING OF PRUSSIA,PINEY HOLLOW ROAD,,WINSLOW TOWNSHIP,NJ,08095,01,CAMDEN,34007.0,39.62695,-74.889439,N,Currently on the Final NPL,N,N,"PINEY HOLLOW ROAD, WINSLOW TOWNSHIP, NJ, 08095","(39.6306019, -74.8834275)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200551
2,200552,NJD980505366,HELEN KRAMER LANDFILL,JESSUP MILL ROAD,,MANTUA TOWNSHIP,NJ,08051,02,GLOUCESTER,34015.0,39.7801,-75.2003,N,Currently on the Final NPL,N,N,"JESSUP MILL ROAD, MANTUA TOWNSHIP, NJ, 08051","(39.7856995, -75.1978535)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200552
2,200558,NJD980505424,LONE PINE LANDFILL,BURKE ROAD,,FREEHOLD TOWNSHIP,NJ,07728,04,MONMOUTH,34025.0,40.202781,-74.333339,N,Currently on the Final NPL,N,N,"BURKE ROAD, FREEHOLD TOWNSHIP, NJ, 07728","(40.20875, -74.328753)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200558
2,200569,NJD980505648,PJP LANDFILL,400 SIP AVE,,JERSEY CITY,NJ,07306,10,HUDSON,34017.0,40.734719,-74.085561,N,Currently on the Final NPL,N,N,"400 SIP AVE, JERSEY CITY, NJ, 07306","(40.73410394230769, -74.07932465384616)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200569
2,200607,NJD980528889,"CHEMSOL, INC.",FLEMING ST,,PISCATAWAY,NJ,08854,06,MIDDLESEX,34023.0,40.5625,-74.443339,N,Currently on the Final NPL,N,N,"FLEMING ST, PISCATAWAY, NJ, 08854","(40.561939, -74.446129)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200607
2,200613,NJD980528996,DIAMOND ALKALI CO.,80 LISTER AVE,,NEWARK,NJ,07105,08,ESSEX,34013.0,40.739719,-74.136111,N,Currently on the Final NPL,N,N,"80 LISTER AVE, NEWARK, NJ, 07105","(40.7384906, -74.1373229)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200613
2,200620,NJD980529085,ELLIS PROPERTY,SHARP ROAD,,EVESHAM TOWNSHIP,NJ,08053,03,BURLINGTON,34005.0,39.905,-74.864719,N,Currently on the Final NPL,N,N,"SHARP ROAD, EVESHAM TOWNSHIP, NJ, 08053","(39.909785, -74.865918)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200620
2,200638,NJD980529408,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",AIRPORT ROAD,,WALL TOWNSHIP,NJ,07727,04,MONMOUTH,34025.0,40.185281,-74.11971899999998,N,Currently on the Final NPL,N,N,"AIRPORT ROAD, WALL TOWNSHIP, NJ, 07727","(40.1834733, -74.115889)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200638
2,200653,NJD980529598,PEPE FIELD,WOOTTON & HILLSIDE,,BOONTON,NJ,07005,11,MORRIS,34027.0,40.912219,-74.411939,N,Deleted from the Final NPL,N,N,"WOOTTON & HILLSIDE, BOONTON, NJ, 07005","(40.9077468, -74.39898)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200653
2,200662,NJD980529713,REICH FARMS,LAKEWOOD RD,,PLEASANT PLAINS,NJ,08753,03,OCEAN,34029.0,40.0106,-74.2149,N,Currently on the Final NPL,N,N,"LAKEWOOD RD, PLEASANT PLAINS, NJ, 08753","(40.007811, -74.2153649)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200662
2,200675,NJD980529887,VINELAND STATE SCHOOL,EAST LANDIS AVE,,VINELAND,NJ,08360,02,CUMBERLAND,34011.0,39.486111,-74.99166899999999,N,Deleted from the Final NPL,N,N,"EAST LANDIS AVE, VINELAND, NJ, 08360","(39.486196, -75.026047)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200675
2,200719,NJD980530596,COMBE FILL NORTH LANDFILL,GOLDMINE ROAD,,MOUNT OLIVE TOWNSHIP,NJ,07828,11,MORRIS,34027.0,40.881939,-74.71333100000003,N,Deleted from the Final NPL,N,N,"GOLDMINE ROAD, MOUNT OLIVE TOWNSHIP, NJ, 07828","(40.383538, -74.312914)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200719
2,200724,NJD980530679,SOUTH BRUNSWICK LANDFILL,NEW ROAD,,SOUTH BRUNSWICK,NJ,08852,12,MIDDLESEX,34023.0,40.402781,-74.56805,N,Deleted from the Final NPL,N,N,"NEW ROAD, SOUTH BRUNSWICK, NJ, 08852","(40.38895, -74.552013)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200724
2,200764,NJD980654099,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",ORCHARD RD,,MORGANVILLE,NJ,07751,"06,12",MONMOUTH,34025.0,40.383889,-74.24583100000002,N,Currently on the Final NPL,N,N,"ORCHARD RD, MORGANVILLE, NJ, 07751","(40.382967, -74.244489)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200764
2,200765,NJD980654107,FAIR LAWN WELL FIELD,IND PARK/HENDERSON BLVD 11 ST,,FAIR LAWN,NJ,07410,05,BERGEN,34003.0,40.9375,-74.131939,N,Currently on the Final NPL,N,N,"IND PARK/HENDERSON BLVD 11 ST, FAIR LAWN, NJ, 07410","(40.9438217, -74.136222)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200765
2,200767,NJD980654123,BEACHWOOD/BERKELEY WELLS,ATLANTIC CITY BLVD,,BERKELEY TOWNSHIP,NJ,08722,03,OCEAN,34029.0,39.924719,-74.19666099999998,N,Deleted from the Final NPL,N,N,"ATLANTIC CITY BLVD, BERKELEY TOWNSHIP, NJ, 08722","(39.935897, -74.1842)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200767
2,200773,NJD980654180,MANNHEIM AVENUE DUMP,MANNHEIM AVENUE,,GALLOWAY TOWNSHIP,NJ,08213,02,ATLANTIC,34001.0,39.53888900000001,-74.533331,N,Deleted from the Final NPL,N,N,"MANNHEIM AVENUE, GALLOWAY TOWNSHIP, NJ, 08213","(39.50503, -74.573467)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200773
2,200774,NJD980654198,MYERS PROPERTY,LOWER KINGTOWN ROAD,,FRANKLIN TOWNSHIP,NJ,08822,07,HUNTERDON,34019.0,40.595,-74.9404,N,Currently on the Final NPL,N,N,"LOWER KINGTOWN ROAD, FRANKLIN TOWNSHIP, NJ, 08822","(40.59855, -74.925308)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200774
2,200775,NJD980654214,ROCKAWAY TOWNSHIP WELLS,GREEN POND ROAD,,ROCKAWAY TOWNSHIP,NJ,07866,11,MORRIS,34027.0,40.913331,-74.499169,N,Currently on the Final NPL,N,N,"GREEN POND ROAD, ROCKAWAY TOWNSHIP, NJ, 07866","(41.0049189, -74.49476764398531)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200775
2,200776,NJD980654222,EVOR PHILLIPS LEASING,OLD WATER WORKS ROAD,,OLD BRIDGE TOWNSHIP,NJ,08857,12,MIDDLESEX,34023.0,40.4375,-74.325,N,Currently on the Final NPL,N,N,"OLD WATER WORKS ROAD, OLD BRIDGE TOWNSHIP, NJ, 08857","(39.749272, -79.993816)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200776
2,203357,NJD980755623,WHITE CHEMICAL CORP.,660 FRELINGHUYSEN AVE,,NEWARK,NJ,07114,10,ESSEX,34013.0,40.698484,-74.19824200000002,N,Currently on the Final NPL,N,N,"660 FRELINGHUYSEN AVE, NEWARK, NJ, 07114","(40.69862168181818, -74.19780004545454)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203357
2,200321,NJD046644407,DENZER & SCHAFER X-RAY CO.,HICKORY LANE,,BAYVILLE,NJ,08721,03,OCEAN,34029.0,39.909169,-74.170831,N,Deleted from the Final NPL,N,N,"HICKORY LANE, BAYVILLE, NJ, 08721","(39.9061667, -74.1626103)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200321
2,200332,NJD047684451,"RADIATION TECHNOLOGY, INC.",108 LAKE DENMARK ROAD,,ROCKAWAY TOWNSHIP,NJ,07866,11,MORRIS,34027.0,40.970831,-74.50555,N,Currently on the Final NPL,N,N,"108 LAKE DENMARK ROAD, ROCKAWAY TOWNSHIP, NJ, 07866","(40.93709, -74.547708)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200332
2,200340,NJD048798953,CALDWELL TRUCKING CO.,222 PASSAIC AVENUE,,FAIRFIELD,NJ,07004,11,ESSEX,34013.0,40.876389,-74.271389,N,Currently on the Final NPL,N,N,"222 PASSAIC AVENUE, FAIRFIELD, NJ, 07004","(40.874178, -74.2769377)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200340
2,200346,NJD049860836,KIN-BUC LANDFILL,MEADOW ROAD,,EDISON TOWNSHIP,NJ,08817,06,MIDDLESEX,34023.0,40.4891,-74.3785,N,Currently on the Final NPL,N,N,"MEADOW ROAD, EDISON TOWNSHIP, NJ, 08817","(40.5137045, -74.3298702)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200346
2,200359,NJD053102232,HIGGINS DISPOSAL,121 LAUREL AVE,,KINGSTON,NJ,08528,12,SOMERSET,34035.0,40.3875,-74.61528100000002,N,Currently on the Final NPL,N,N,"121 LAUREL AVE, KINGSTON, NJ, 08528","(40.3764236, -74.6139507)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200359
2,200362,NJD053280160,GARDEN STATE CLEANERS CO.,"SUMMER ROAD, P.O. BOX 183",,MINOTOLA,NJ,08341,02,ATLANTIC,34001.0,39.519031,-74.94945,N,Currently on the Final NPL,N,N,"SUMMER ROAD, P.O. BOX 183, MINOTOLA, NJ, 08341","(39.520399, -74.954267)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200362
2,203733,NJD057143984,"CURTIS SPECIALTY PAPERS, INC",404 FRENCHTOWN ROAD,,MILFORD,NJ,08848,07,HUNTERDON,34019.0,40.56175800000001,-75.089842,N,Currently on the Final NPL,N,N,"404 FRENCHTOWN ROAD, MILFORD, NJ, 08848","(40.56255995926589, -75.08726764481698)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203733
2,200398,NJD063160667,GLOBAL SANITARY LANDFILL,ERNSTON ROAD,,OLD BRIDGE TOWNSHIP,NJ,08857,12,MIDDLESEX,34023.0,40.446389,-74.286111,N,Currently on the Final NPL,N,N,"ERNSTON ROAD, OLD BRIDGE TOWNSHIP, NJ, 08857","(40.457101, -74.303096)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200398
2,200401,NJD064263817,SYNCON RESINS,77 JACOBUS AVE,,SOUTH KEARNY,NJ,07032,09,HUDSON,34017.0,40.737781,-74.114719,N,Currently on the Final NPL,N,N,"77 JACOBUS AVE, SOUTH KEARNY, NJ, 07032","(40.7357972, -74.1122424)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200401
2,200427,NJD070281175,PRICE LANDFILL,MILL ROAD,,PLEASANTVILLE,NJ,08232,02,ATLANTIC,34001.0,39.415281,-74.52695,N,Currently on the Final NPL,N,N,"MILL ROAD, PLEASANTVILLE, NJ, 08232","(39.400264, -74.5269777)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200427
2,200429,NJD070415005,"RENORA, INC.",83 SOUTH MAIN ST,,EDISON TOWNSHIP,NJ,08837,06,MIDDLESEX,34023.0,40.519628,-74.358889,N,Deleted from the Final NPL,N,N,"83 SOUTH MAIN ST, EDISON TOWNSHIP, NJ, 08837","(40.5348376, -74.3197314)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200429
2,200431,NJD070565403,SCIENTIFIC CHEMICAL PROCESSING,216 PATERSON PLANK RD,,CARLSTADT,NJ,07072,09,BERGEN,34003.0,40.82454,-74.074329,N,Currently on the Final NPL,N,N,"216 PATERSON PLANK RD, CARLSTADT, NJ, 07072","(40.8278728, -74.0792498)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200431
2,200439,NJD073732257,ROEBLING STEEL CO.,2ND AVENUE,,FLORENCE,NJ,08554,03,BURLINGTON,34005.0,40.120831,-74.770839,N,Currently on the Final NPL,N,N,"2ND AVENUE, FLORENCE, NJ, 08554","(40.118618, -74.773334)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200439
2,200450,NJD078251675,BROOK INDUSTRIAL PARK,100 WEST MAIN STREET,,BOUND BROOK,NJ,08805,12,SOMERSET,34035.0,40.560139,-74.536111,N,Currently on the Final NPL,N,N,"100 WEST MAIN STREET, BOUND BROOK, NJ, 08805","(40.560981, -74.536428)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200450
2,200484,NJD092226000,DIAMOND HEAD OIL REFINERY DIV.,1401 HARRISON TURNPIKE,,KEARNY,NJ,07032,08,HUDSON,34017.0,40.747222,-74.132194,N,Currently on the Final NPL,N,N,"1401 HARRISON TURNPIKE, KEARNY, NJ, 07032","(40.7442497, -74.0923026)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200484
2,200022,NJD000565531,COSDEN CHEMICAL COATINGS CORP.,CHERRY STREET,,BEVERLY,NJ,08010,03,BURLINGTON,34005.0,40.058183,-74.925899,N,Currently on the Final NPL,N,N,"CHERRY STREET, BEVERLY, NJ, 08010","(40.060337, -74.92181)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200022
2,200034,NJD000606442,QUANTA RESOURCES,ONE RIVER RD,,EDGEWATER,NJ,07020,09,BERGEN,34003.0,40.804306,-73.98916700000002,N,Currently on the Final NPL,N,N,"ONE RIVER RD, EDGEWATER, NJ, 07020","(40.8237107, -73.9754783)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200034
2,200037,NJD000607481,CHEMICAL CONTROL,23 SOUTH FRONT ST,,ELIZABETH,NJ,07202,08,UNION,34039.0,40.6432,-74.1935,N,Currently on the Final NPL,N,N,"23 SOUTH FRONT ST, ELIZABETH, NJ, 07202","(40.63850511409396, -74.19924789261745)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200037
2,200791,NJD980761365,EWAN PROPERTY,WALLINGFORD WAY,,SHAMONG TOWNSHIP,NJ,08088,03,BURLINGTON,34005.0,39.802781,-74.71943900000002,N,Currently on the Final NPL,N,N,"WALLINGFORD WAY, SHAMONG TOWNSHIP, NJ, 08088","(39.810794, -74.718471)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200791
2,200792,NJD980761373,DE REWAL CHEMICAL CO.,DELAWARE RIVER DR,,KINGWOOD TOWNSHIP,NJ,08825,07,HUNTERDON,34019.0,40.5162,-75.0614,N,Currently on the Final NPL,N,N,"DELAWARE RIVER DR, KINGWOOD TOWNSHIP, NJ, 08825","(40.5129455, -75.0630753)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200792
2,200793,NJD980761381,COOPER ROAD,COOPER ROAD,,VOORHEES TOWNSHIP,NJ,08043,01,CAMDEN,34007.0,39.8478,-74.9455,N,Deleted from the Final NPL,N,N,"COOPER ROAD, VOORHEES TOWNSHIP, NJ, 08043","(39.8549232, -74.9484558)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200793
2,200986,NJD980772727,EMMELL%27S SEPTIC LANDFILL,128 ZURICH AVE,,GALLOWAY TOWNSHIP,NJ,08215,02,ATLANTIC,34001.0,39.500694,-74.543611,N,Currently on the Final NPL,N,N,"128 ZURICH AVE, GALLOWAY TOWNSHIP, NJ, 08215","(39.484144, -74.563912)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200986
2,200995,NJD980785638,CINNAMINSON TOWNSHIP (BLOCK 702) GROUND WATER CONTAMINATION,1017 UNION LANDING ROAD,,CINNAMINSON TOWNSHIP,NJ,08077,03,BURLINGTON,34005.0,40.0175,-74.9862,N,Currently on the Final NPL,N,N,"1017 UNION LANDING ROAD, CINNAMINSON TOWNSHIP, NJ, 08077","(40.015681747287125, -74.98992766999778)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200995
2,200996,NJD980785646,GLEN RIDGE RADIUM SITE,CARTERET ST,,GLEN RIDGE,NJ,07028,08,ESSEX,34013.0,40.788189,-74.2125,N,Deleted from the Final NPL,N,N,"CARTERET ST, GLEN RIDGE, NJ, 07028","(40.7873938, -74.2117797)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200996
2,201094,NJD981490261,HIGGINS FARM,ROUTE 518,,FRANKLIN TOWNSHIP,NJ,08540,"07,12",SOMERSET,34035.0,40.406389,-74.60278100000002,N,Currently on the Final NPL,N,N,"ROUTE 518, FRANKLIN TOWNSHIP, NJ, 08540","(40.399395, -74.628182)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201094
2,201112,NJD981557879,CORNELL DUBILIER ELECTRONICS INC.,333 HAMILTON BLVD,,SOUTH PLAINFIELD,NJ,07080,06,MIDDLESEX,34023.0,40.576389,-74.414167,N,Currently on the Final NPL,N,N,"333 HAMILTON BLVD, SOUTH PLAINFIELD, NJ, 07080","(40.576345, -74.414217)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201112
2,201116,NJD981558430,ATLANTIC RESOURCES,120 HORSESHOE ROAD,,SAYREVILLE,NJ,08872,06,MIDDLESEX,34023.0,40.486111,-74.31944399999998,N,Currently on the Final NPL,N,N,"120 HORSESHOE ROAD, SAYREVILLE, NJ, 08872","(40.478777, -74.31592)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201116
2,204232,NJSFN0204232,RIVERSIDE INDUSTRIAL PARK,29 RIVERSIDE AVENUE,,NEWARK,NJ,07104,08,ESSEX,34013.0,40.765722,-74.159084,N,Currently on the Final NPL,N,N,"29 RIVERSIDE AVENUE, NEWARK, NJ, 07104","(40.767064, -74.159368)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204232
2,204241,NJSFN0204241,WHITE SWAN LAUNDRY AND CLEANER INC.,1322 SEA GIRT AVE,,WALL TWP,NJ,07719,04,MONMOUTH,34025.0,40.135721,-74.06,N,Currently on the Final NPL,N,N,"1322 SEA GIRT AVE, WALL TWP, NJ, 07719","(40.13518841699037, -74.0613837794674)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204241
2,203757,NJD986643153,ZSCHIEGNER REFINING,1442 MAXIM-SOUTHARD ROAD,,HOWELL TOWNSHIP,NJ,07731,04,MONMOUTH,34025.0,40.145833,-74.2,N,Currently on the Final NPL,N,N,"1442 MAXIM-SOUTHARD ROAD, HOWELL TOWNSHIP, NJ, 07731","(40.14619721428571, -74.19946185714286)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203757
2,200874,NJN000200874,FORMER KIL-TONE COMPANY,527 East Chestnut Avenue,,VINELAND,NJ,08360,02,CUMBERLAND,34011.0,39.47841,-75.02548900000002,N,Currently on the Final NPL,N,N,"527 East Chestnut Avenue, VINELAND, NJ, 08360","(39.47888753061224, -75.02569324489795)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200874
6,600907,NMD980749980,PAGANO SALVAGE,UNKNOWN,,LOS LUNAS,NM,87031,02,VALENCIA,35061.0,34.7896,-106.7205,N,Deleted from the Final NPL,N,N,"UNKNOWN, LOS LUNAS, NM, 87031","(34.7994891, -106.7371807)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600907
6,600911,NMD980750020,LEE ACRES LANDFILL (USDOI),NEAR FARMINGTON,,FARMINGTON,NM,87413,03,SAN JUAN,35045.0,36.7111,-108.0921,N,Currently on the Final NPL,Y,Y,"NEAR FARMINGTON, FARMINGTON, NM, 87413","(36.80148735, -108.104105841152)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600911
6,604299,NMD986670156,NORTH RAILROAD AVENUE PLUME,162 NORTH RAILROAD AVENUE,,ESPANOLA,NM,87532,03,RIO ARRIBA,35039.0,35.9914,-106.081384,N,Currently on the Final NPL,N,N,"162 NORTH RAILROAD AVENUE, ESPANOLA, NM, 87532","(35.99331291891892, -106.08017751351352)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604299
6,607057,NMN000607057,LEA AND WEST SECOND STREET,LEA AND WEST SECOND STREET,,ROSWELL,NM,88202,02,CHAVES,35005.0,33.394079,-104.529951,N,Currently on the Final NPL,N,N,"LEA AND WEST SECOND STREET, ROSWELL, NM, 88202","(33.3941427, -104.5277206)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607057
6,605116,NM0002271286,GRIGGS & WALNUT GROUND WATER PLUME,153 NORTH COTTONWOOD ST.,,LAS CRUCES,NM,88004,02,DONA ANA,35013.0,32.315556,-106.76,N,Currently on the Final NPL,N,N,"153 NORTH COTTONWOOD ST., LAS CRUCES, NM, 88004","(32.31435338431986, -106.75823595333607)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605116
2,203853,NY0000110247,FULTON AVENUE,150 FULTON AVENUE,,GARDEN CITY PARK,NY,11040,04,NASSAU,36059.0,40.737337,-73.657844,N,Currently on the Final NPL,N,N,"150 FULTON AVENUE, GARDEN CITY PARK, NY, 11040","(40.73697415, -73.658145399)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203853
2,204251,NY0001392463,"HUDSON TECHNOLOGIES, INC.",25 TORNE VALLEY RD.,,HILLBURN,NY,10931,17,ROCKLAND,36087.0,41.130139,-74.164861,N,Proposed for NPL,N,N,"25 TORNE VALLEY RD., HILLBURN, NY, 10931","(41.1390849, -74.1616027)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204251
2,202425,NY0213820830,SENECA ARMY DEPOT,FAYETTE RD,,ROMULUS,NY,14541,23,SENECA,36099.0,42.75,-76.85445,N,Currently on the Final NPL,Y,Y,"FAYETTE RD, ROMULUS, NY, 14541","(42.724699, -76.852023)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202425
2,202439,NY4571924774,PLATTSBURGH AIR FORCE BASE,PLATTSBURGH AFB,,PLATTSBURGH,NY,12901,21,CLINTON,36019.0,44.6575,-73.46471899999997,N,Currently on the Final NPL,Y,Y,"PLATTSBURGH AFB, PLATTSBURGH, NY, 12901","(44.671896, -73.450901)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202439
2,202841,NY7890008975,BROOKHAVEN NATIONAL LABORATORY (USDOE),53 BELL AVE,,UPTON,NY,11961,01,SUFFOLK,36103.0,40.86,-72.86958299999998,N,Currently on the Final NPL,Y,Y,"53 BELL AVE, UPTON, NY, 11961","(40.8665888, -72.8818117)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202841
2,201266,NYD000514257,NIAGARA COUNTY REFUSE,WITMER RD,,WHEATFIELD,NY,14150,26,NIAGARA,36063.0,43.06055,-78.906111,N,Deleted from the Final NPL,N,N,"WITMER RD, WHEATFIELD, NY, 14150","(43.0735534, -78.900824)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201266
2,201302,NYD000813428,"JONES CHEMICALS, INC.",100 SUNNY SOL BLVD,,CALEDONIA,NY,14423,27,LIVINGSTON,36051.0,42.976531,-77.845561,N,Currently on the Final NPL,N,N,"100 SUNNY SOL BLVD, CALEDONIA, NY, 14423","(42.97764, -77.8456680094686)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201302
2,201306,NYD000831644,HOOKER (HYDE PARK),HYDE PARK BLVD,,NIAGARA FALLS,NY,14304,27,NIAGARA,36063.0,43.131111,-79.03666899999997,N,Deleted from the Final NPL,N,N,"HYDE PARK BLVD, NIAGARA FALLS, NY, 14304","(43.0841503, -79.0193281)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201306
2,201321,NYD001394881,MAGNA METALS,510 Furnace Dock Road,,CORTLANDT MANOR,NY,10567,04,WESTCHESTER,36119.0,41.2745,-73.8704,N,Currently on the Final NPL,N,N,"510 Furnace Dock Road, CORTLANDT MANOR, NY, 10567","(41.2735946, -73.8698911)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201321
2,201324,NYD001485226,ANCHOR CHEMICALS,500 WEST JOHN STREET,,HICKSVILLE,NY,11801,03,NASSAU,36059.0,40.766389,-73.546389,N,Deleted from the Final NPL,N,N,"500 WEST JOHN STREET, HICKSVILLE, NY, 11801","(40.7694002, -73.5261676)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201324
2,201325,NYD001533165,"SMS INSTRUMENTS, INC.",120 MARCUS BLVD,,DEER PARK,NY,11729,02,SUFFOLK,36103.0,40.760002,-73.31849100000002,N,Deleted from the Final NPL,N,N,"120 MARCUS BLVD, DEER PARK, NY, 11729","(40.76161545, -73.31566624999999)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201325
2,202850,NYD001667872,"RADIUM CHEMICAL CO., INC.",66-06 27TH STREET,,QUEENS,NY,11377,07,QUEENS,36081.0,40.76,-73.9025,N,Deleted from the Final NPL,N,N,"66-06 27TH STREET, QUEENS, NY, 11377","(40.7564722, -73.9340486)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202850
2,201335,NYD002041531,"LAWRENCE AVIATION INDUSTRIES, INC.",SHEEP PASTURE ROAD,,PORT JEFFERSON STATION,NY,11776,01,SUFFOLK,36103.0,40.928139,-73.069194,N,Currently on the Final NPL,N,N,"SHEEP PASTURE ROAD, PORT JEFFERSON STATION, NY, 11776","(40.9338616, -73.0612347)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201335
2,201338,NYD002044584,CLAREMONT POLYCHEMICAL,501 WINDING ROAD,,OLD BETHPAGE,NY,11804,03,NASSAU,36059.0,40.7576,-73.4432,N,Currently on the Final NPL,N,N,"501 WINDING ROAD, OLD BETHPAGE, NY, 11804","(40.7572896, -73.4422393543635)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201338
